order_id;shipper_id;customer_id;order_date;status;shipped_date;first_name;last_name;birth_date;phone;address;city;state;points;shipper_name;order_status;id;product_id;quantity;unit_price;name;quantity_in_stock;comments
1548;3;1548;06/03/1981;3;12/03/1981;Philip;Morar;NULL;1-711-620-5019x2749;8351 Bechtelar Oval Suite 666;Schillerhaven;Id;4889;Satterfield LLC;Delivered;9548;93;11;60.18;BIRTHDAY CARD, RETRO SPOT;4;NULL
1549;2;1549;13/02/2010;1;NULL;Sid;Skiles;02/06/1938;NULL;914 Hane Lakes;Alexannebury;Vi;1085;Schinner-Predovic;Processed;1549;420;7;53.18;DAIRY MAID  PUDDING BOWL;120;NULL
1549;2;1549;13/02/2010;1;NULL;Sid;Skiles;02/06/1938;NULL;914 Hane Lakes;Alexannebury;Vi;1085;Schinner-Predovic;Processed;9549;123;15;82.11;PARTY PIZZA DISH BLUE POLKADOT;34;NULL
1550;5;1550;04/02/2020;2;08/02/2020;Joaquin;Wyman;NULL;NULL;826 Keegan Village;New Reanna;Ma;4015;Waters, Mayert and Prohaska;Shipped;1550;393;9;11.40;WATERING CAN GARDEN MARKER;146;NULL
1550;5;1550;04/02/2020;2;08/02/2020;Joaquin;Wyman;NULL;NULL;826 Keegan Village;New Reanna;Ma;4015;Waters, Mayert and Prohaska;Shipped;9550;332;7;10.21;MURANO STYLE GLASS BRACELET BLACK;108;NULL
1551;1;1551;11/03/1976;3;20/03/1976;Constantin;Zulauf;15/07/1946;NULL;1605 Paris Road Suite 927;Jennieville;Ne;3835;Hettinger LLC;Delivered;1551;705;6;10.66;WOODEN CROQUET GARDEN SET;119;NULL
1551;1;1551;11/03/1976;3;20/03/1976;Constantin;Zulauf;15/07/1946;NULL;1605 Paris Road Suite 927;Jennieville;Ne;3835;Hettinger LLC;Delivered;9551;543;14;71.12;PURPLE SWEETHEART BRACELET;78;NULL
1552;2;1552;02/12/2002;1;NULL;Cielo;Leannon;NULL;610-693-4915x47877;757 Vandervort Burgs Suite 275;Antonioburgh;In;2169;Schinner-Predovic;Processed;1552;97;11;31.80;BLUE PAISLEY TISSUE BOX;125;NULL
1552;2;1552;02/12/2002;1;NULL;Cielo;Leannon;NULL;610-693-4915x47877;757 Vandervort Burgs Suite 275;Antonioburgh;In;2169;Schinner-Predovic;Processed;9552;218;15;25.77;CHILDRENS SPACEBOY MUG;98;NULL
1553;3;1553;10/11/2013;2;15/11/2013;Graham;Hickle;NULL;(796)905-0347x19034;58223 Schinner Harbors;Handchester;So;3595;Satterfield LLC;Shipped;1553;619;15;57.87;VINTAGE RED TEATIME MUG;24;NULL
1553;3;1553;10/11/2013;2;15/11/2013;Graham;Hickle;NULL;(796)905-0347x19034;58223 Schinner Harbors;Handchester;So;3595;Satterfield LLC;Shipped;9553;211;4;96.20;SMALL HANGING GLASS+ZINC LANTERN;134;NULL
1554;4;1554;15/07/1986;3;21/07/1986;Tyrese;Swift;NULL;NULL;1419 McCullough Dale;Fayburgh;Mi;1520;Mraz, Renner and Nolan;Delivered;1554;552;13;88.51;FRIDGE MAGNETS LA VIE EN ROSE;46;NULL
1554;4;1554;15/07/1986;3;21/07/1986;Tyrese;Swift;NULL;NULL;1419 McCullough Dale;Fayburgh;Mi;1520;Mraz, Renner and Nolan;Delivered;9554;399;14;55.91;RAINBOW PEGS PHOTO CLIP STRING;21;NULL
1555;6;1555;05/02/1999;1;NULL;Joshua;Fisher;NULL;NULL;34598 Earline Trail Suite 762;Lake Monroe;Ka;1448;Dummy;Processed;1555;155;4;90.08;ORIGAMI SANDLEWOOD INCENSE+FLOWER;145;NULL
1555;6;1555;05/02/1999;1;NULL;Joshua;Fisher;NULL;NULL;34598 Earline Trail Suite 762;Lake Monroe;Ka;1448;Dummy;Processed;9555;614;11;47.97;CARD CAT AND TREE;35;NULL
1556;1;1556;06/07/1996;2;13/07/1996;Rita;Wilderman;15/07/1946;(212)558-1089x555;01592 Prosacco Crossroad;Euniceland;Ne;3088;Hettinger LLC;Shipped;1556;618;11;73.90;BOTANICAL LAVENDER BIRTHDAY CARD;49;These run very small!! they are also short, almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.
1556;1;1556;06/07/1996;2;13/07/1996;Rita;Wilderman;15/07/1946;(212)558-1089x555;01592 Prosacco Crossroad;Euniceland;Ne;3088;Hettinger LLC;Shipped;9556;371;6;15.31;ART LIGHTS,FUNK MONKEY;138;These run very small!! they are also short, almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.
1557;2;1557;04/08/1974;3;13/08/1974;Rosina;Klein;NULL;NULL;9220 Will Shore;South Dessieside;Te;892;Schinner-Predovic;Delivered;1557;376;12;39.34;PARTY INVITES FOOTBALL;55;NULL
1557;2;1557;04/08/1974;3;13/08/1974;Rosina;Klein;NULL;NULL;9220 Will Shore;South Dessieside;Te;892;Schinner-Predovic;Delivered;9557;13;9;48.21;BOUDOIR SQUARE TISSUE BOX;118;NULL
1558;2;1558;07/05/2003;1;NULL;Mariam;Bartell;15/07/1953;NULL;729 Sasha Wall Suite 392;Ornview;Ma;3249;Schinner-Predovic;Processed;1558;22;12;45.79;CARD BIRTHDAY COWBOY;115;NULL
1558;2;1558;07/05/2003;1;NULL;Mariam;Bartell;15/07/1953;NULL;729 Sasha Wall Suite 392;Ornview;Ma;3249;Schinner-Predovic;Processed;9558;451;13;84.17;RED HEART SHAPE LOVE BUCKET;134;NULL
1559;4;1559;03/04/2008;2;06/04/2008;Graham;Lueilwitz;NULL;NULL;918 Julie Plaza Apt. 963;Jordyborough;Wy;4607;Mraz, Renner and Nolan;Shipped;1559;483;8;45.45;ARMY CAMO BOOKCOVER TAPE;74;NULL
1559;4;1559;03/04/2008;2;06/04/2008;Graham;Lueilwitz;NULL;NULL;918 Julie Plaza Apt. 963;Jordyborough;Wy;4607;Mraz, Renner and Nolan;Shipped;9559;715;4;41.79;HAND WARMER RED POLKA DOT;81;NULL
1560;5;1560;15/08/1985;3;23/08/1985;Maurine;Kshlerin;15/07/1948;NULL;2087 Doyle Shoals;Rolfsonburgh;Ha;2772;Waters, Mayert and Prohaska;Delivered;1560;98;4;55.60;PACK OF 12 BLUE PAISLEY TISSUES;89;"Can be dressed up or down. the top part is tight, while the bottom has a beautiful skirt. i'm slightly busty and about 5'6 and the size 6 is perfect for me."""
1560;5;1560;15/08/1985;3;23/08/1985;Maurine;Kshlerin;15/07/1948;NULL;2087 Doyle Shoals;Rolfsonburgh;Ha;2772;Waters, Mayert and Prohaska;Delivered;9560;724;12;50.49;PINK POLKADOT BOWL;95;"Can be dressed up or down. the top part is tight, while the bottom has a beautiful skirt. i'm slightly busty and about 5'6 and the size 6 is perfect for me."""
1561;6;1561;10/05/2011;1;NULL;Donnell;Dooley;NULL;1-499-445-5110x2105;75804 Langworth Mount;Lutherbury;Ne;4398;Dummy;Processed;1561;543;1;71.12;PURPLE SWEETHEART BRACELET;78;NULL
1561;6;1561;10/05/2011;1;NULL;Donnell;Dooley;NULL;1-499-445-5110x2105;75804 Langworth Mount;Lutherbury;Ne;4398;Dummy;Processed;9561;721;8;71.92;URBAN BLACK RIBBONS;11;NULL
1562;2;1562;15/06/1995;2;24/06/1995;Ismael;Harris;NULL;NULL;857 Hoeger Square;East Eloisa;Ut;582;Schinner-Predovic;Shipped;1562;168;12;75.33;WHITE HONEYCOMB PAPER GARLAND;25;NULL
1562;2;1562;15/06/1995;2;24/06/1995;Ismael;Harris;NULL;NULL;857 Hoeger Square;East Eloisa;Ut;582;Schinner-Predovic;Shipped;9562;685;6;6.69;PICTURE FRAME WOOD TRIPLE PORTRAIT;100;NULL
1563;3;1563;19/02/2013;3;24/02/2013;William;Willms;NULL;066.398.8661x5964;4583 Hoeger Square;New Luisa;Wa;4693;Satterfield LLC;Delivered;1563;712;5;90.10;CABIN BAG VINTAGE PAISLEY;38;NULL
1563;3;1563;19/02/2013;3;24/02/2013;William;Willms;NULL;066.398.8661x5964;4583 Hoeger Square;New Luisa;Wa;4693;Satterfield LLC;Delivered;9563;511;8;12.37;DIAMANTE BOW BROOCH GREEN COLOUR;85;NULL
1564;4;1564;24/09/1984;1;NULL;Arden;Kunde;03/02/1944;(556)881-0682x739;078 Fredy Alley;Muellerview;Ne;174;Mraz, Renner and Nolan;Processed;1564;56;10;86.50;VINTAGE UNION JACK CUSHION COVER;68;NULL
1564;4;1564;24/09/1984;1;NULL;Arden;Kunde;03/02/1944;(556)881-0682x739;078 Fredy Alley;Muellerview;Ne;174;Mraz, Renner and Nolan;Processed;9564;501;8;9.52;SILVER DIAMANTE PEN IN GIFT BOX;32;NULL
1565;5;1565;31/08/1974;2;07/09/1974;Modesta;Feest;NULL;NULL;08694 Zena Port Suite 469;South Budhaven;We;3295;Waters, Mayert and Prohaska;Shipped;1565;393;14;11.40;WATERING CAN GARDEN MARKER;146;NULL
1565;5;1565;31/08/1974;2;07/09/1974;Modesta;Feest;NULL;NULL;08694 Zena Port Suite 469;South Budhaven;We;3295;Waters, Mayert and Prohaska;Shipped;9565;221;11;39.25;RING OF ROSES BIRTHDAY CARD;11;NULL
1566;1;1566;29/08/2011;3;06/09/2011;Karine;Kohler;15/07/1948;NULL;99680 Rodriguez Island;South Willis;Rh;75;Hettinger LLC;Delivered;1566;297;7;13.48;PINK AND WHITE CHRISTMAS TREE 120CM;67;NULL
1566;1;1566;29/08/2011;3;06/09/2011;Karine;Kohler;15/07/1948;NULL;99680 Rodriguez Island;South Willis;Rh;75;Hettinger LLC;Delivered;9566;349;9;62.62;DIAMANTE HEART SHAPED WALL MIRROR,;127;NULL
1567;1;1567;01/10/1981;1;NULL;Elinor;Reichel;NULL;NULL;87671 Demarco Row Apt. 849;Lambertville;Ne;1438;Hettinger LLC;Processed;1567;303;8;95.60;YELLOW/PINK CERAMIC CANDLE HOLDER;10;NULL
1567;1;1567;01/10/1981;1;NULL;Elinor;Reichel;NULL;NULL;87671 Demarco Row Apt. 849;Lambertville;Ne;1438;Hettinger LLC;Processed;9567;334;8;78.75;BLUE MURANO TWIST NECKLACE;0;NULL
1568;3;1568;07/06/1976;2;09/06/1976;Wanda;Bradtke;15/07/1941;NULL;27629 Mitchel Forges;Powlowskishire;Mo;1381;Satterfield LLC;Shipped;1568;625;12;60.23;BIRD DECORATION RED RETROSPOT;58;NULL
1568;3;1568;07/06/1976;2;09/06/1976;Wanda;Bradtke;15/07/1941;NULL;27629 Mitchel Forges;Powlowskishire;Mo;1381;Satterfield LLC;Shipped;9568;622;8;29.88;WOODEN OWLS LIGHT GARLAND;33;NULL
1569;4;1569;27/12/1986;3;01/01/1987;Betsy;Breitenberg;15/07/1955;NULL;8428 Toy Shores Suite 463;North Nathanialhaven;Ar;4485;Mraz, Renner and Nolan;Delivered;1569;714;1;86.01;SAVE THE PLANET MUG;96;NULL
1569;4;1569;27/12/1986;3;01/01/1987;Betsy;Breitenberg;15/07/1955;NULL;8428 Toy Shores Suite 463;North Nathanialhaven;Ar;4485;Mraz, Renner and Nolan;Delivered;9569;608;11;96.07;ENAMEL FIRE BUCKET CREAM;73;NULL
1570;1;1570;11/03/2007;1;NULL;Charity;Cassin;23/10/1942;1-107-815-6744;13391 Sauer Courts Apt. 230;Blanchemouth;Al;1990;Hettinger LLC;Processed;1570;197;9;69.23;EMERGENCY FIRST AID TIN;23;NULL
1570;1;1570;11/03/2007;1;NULL;Charity;Cassin;23/10/1942;1-107-815-6744;13391 Sauer Courts Apt. 230;Blanchemouth;Al;1990;Hettinger LLC;Processed;9570;423;2;9.30;MOODY BOY  DOOR HANGER;47;NULL
1571;1;1571;02/01/2003;2;09/01/2003;Laverne;Champlin;NULL;NULL;28509 Denesik Trail Suite 174;Melyssahaven;Ge;3204;Hettinger LLC;Shipped;1571;340;12;75.70;PAIR BUTTERFLY HAIR CLIPS;29;NULL
1571;1;1571;02/01/2003;2;09/01/2003;Laverne;Champlin;NULL;NULL;28509 Denesik Trail Suite 174;Melyssahaven;Ge;3204;Hettinger LLC;Shipped;9571;292;11;36.81;WHITE BROCANTE SOAP DISH;83;NULL
1572;2;1572;13/09/1980;3;16/09/1980;Ignatius;Goodwin;15/07/1947;031-978-8337;632 Rubie Brooks Apt. 474;East Antonettafort;Rh;241;Schinner-Predovic;Delivered;1572;359;1;64.99;WHITE BAMBOO RIBS LAMPSHADE;103;NULL
1572;2;1572;13/09/1980;3;16/09/1980;Ignatius;Goodwin;15/07/1947;031-978-8337;632 Rubie Brooks Apt. 474;East Antonettafort;Rh;241;Schinner-Predovic;Delivered;9572;191;7;33.52;SET 12 LAVENDER  BOTANICAL T-LIGHTS;140;NULL
1573;6;1573;08/09/2019;1;NULL;Vida;Krajcik;NULL;780.734.8337x23507;92339 Sydney Motorway Suite 608;North Diamond;Wa;3619;Dummy;Processed;1573;23;2;72.21;CLEAR ACRYLIC FACETED BANGLE;148;Dress ran very large in every way. beautiful design, lining and quality material. i should have sized down 2 sizes. item is now sold out.
1573;6;1573;08/09/2019;1;NULL;Vida;Krajcik;NULL;780.734.8337x23507;92339 Sydney Motorway Suite 608;North Diamond;Wa;3619;Dummy;Processed;9573;76;10;12.71;4 PURPLE FLOCK DINNER CANDLES;90;Dress ran very large in every way. beautiful design, lining and quality material. i should have sized down 2 sizes. item is now sold out.
1574;4;1574;16/08/2015;2;25/08/2015;Alexys;Goldner;12/02/1933;(045)600-6267;577 Jadon River;New Reedfurt;Pe;4511;Mraz, Renner and Nolan;Shipped;1574;538;9;74.38;FROG SOCK PUPPET;127;I absolutely love this sweater! first of all, it's extremely comfortable. i have been wearing it around the house all day and have no desire to take it off. it's cute as a casual around the house top, but also adorable dressed up with jeans and boots. it drapes beautifully for an effortless chic look. the color is pretty close to the photo and very nice in person. the possibilities are endless for colors to accessorize and match with. this sweater is definitely cropped in length, which i normall
1574;4;1574;16/08/2015;2;25/08/2015;Alexys;Goldner;12/02/1933;(045)600-6267;577 Jadon River;New Reedfurt;Pe;4511;Mraz, Renner and Nolan;Shipped;9574;558;12;38.76;CARD PSYCHEDELIC APPLES;77;I absolutely love this sweater! first of all, it's extremely comfortable. i have been wearing it around the house all day and have no desire to take it off. it's cute as a casual around the house top, but also adorable dressed up with jeans and boots. it drapes beautifully for an effortless chic look. the color is pretty close to the photo and very nice in person. the possibilities are endless for colors to accessorize and match with. this sweater is definitely cropped in length, which i normall
1575;5;1575;24/12/1987;3;26/12/1987;Alfonzo;Gerlach;15/07/1937;NULL;7572 Boyer Common;North Marielle;Mo;3439;Waters, Mayert and Prohaska;Delivered;1575;370;2;9.57;CHARLIE+LOLA MY ROOM DOOR SIGN;17;NULL
1575;5;1575;24/12/1987;3;26/12/1987;Alfonzo;Gerlach;15/07/1937;NULL;7572 Boyer Common;North Marielle;Mo;3439;Waters, Mayert and Prohaska;Delivered;9575;310;4;5.22;PINK/PURPLE RETRO RADIO;73;NULL
1576;6;1576;27/09/1980;1;NULL;Ada;Rutherford;15/07/1936;NULL;3609 Kozey Estates;Ahmadburgh;Ne;329;Dummy;Processed;1576;238;15;21.18;ORIGAMI VANILLA INCENSE CONES;53;NULL
1576;6;1576;27/09/1980;1;NULL;Ada;Rutherford;15/07/1936;NULL;3609 Kozey Estates;Ahmadburgh;Ne;329;Dummy;Processed;9576;627;10;2.46;PACK OF 12 TRADITIONAL CRAYONS;15;NULL
1577;2;1577;28/08/2006;2;29/08/2006;Gennaro;Haley;NULL;193.865.5215;4224 Corwin Estates Apt. 865;New Kaelafort;Ma;3812;Schinner-Predovic;Shipped;1577;79;4;72.95;T-LIGHT HOLDER HANGING LACE;59;This is one of those you have to try it on to appreciate the lovely unique design. it is a very unique, flowing, romantic piece. it is sheer and i would wear a nude camisole underneath. i am normally a size small and bought a size 2 (i tried on a 6 in the store just to see what it looked like, fell in love with the look and the retailer associate recommended i buy a size 2). love it!
1577;2;1577;28/08/2006;2;29/08/2006;Gennaro;Haley;NULL;193.865.5215;4224 Corwin Estates Apt. 865;New Kaelafort;Ma;3812;Schinner-Predovic;Shipped;9577;703;14;90.36;CHEST OF DRAWERS GINGHAM HEART;22;This is one of those you have to try it on to appreciate the lovely unique design. it is a very unique, flowing, romantic piece. it is sheer and i would wear a nude camisole underneath. i am normally a size small and bought a size 2 (i tried on a 6 in the store just to see what it looked like, fell in love with the look and the retailer associate recommended i buy a size 2). love it!
1578;3;1578;10/10/1974;3;18/10/1974;Franco;Windler;15/07/1941;NULL;9355 Gulgowski Crossing;Doylefurt;Fl;849;Satterfield LLC;Delivered;1578;430;15;90.63;WOOD STAMP SET HAPPY BIRTHDAY;88;I was so excited about the arrival of my maza dress. much to my surprise the material was not has structured as i thought it would be from the photos. the fit was very tight and did not fall as nicely as i anticipated. because i loved the classic design i decided to give it another chance so i returned it for the next size up and fell in love, the open sleeve was a nice surprise with a touch if elegance. the front buttons added a bit of old charm and feminine
1578;3;1578;10/10/1974;3;18/10/1974;Franco;Windler;15/07/1941;NULL;9355 Gulgowski Crossing;Doylefurt;Fl;849;Satterfield LLC;Delivered;9578;135;12;74.58;CONDIMENT TRAY 4 BOWLS AND 4 SPOONS;54;I was so excited about the arrival of my maza dress. much to my surprise the material was not has structured as i thought it would be from the photos. the fit was very tight and did not fall as nicely as i anticipated. because i loved the classic design i decided to give it another chance so i returned it for the next size up and fell in love, the open sleeve was a nice surprise with a touch if elegance. the front buttons added a bit of old charm and feminine
1579;4;1579;08/12/1989;1;NULL;Patricia;Hand;NULL;265-531-0930x24240;2688 Homenick Grove Suite 478;Lake Lelia;No;4356;Mraz, Renner and Nolan;Processed;1579;413;15;44.27;SET/9 CHRISTMAS T-LIGHTS SCENTED;62;NULL
1579;4;1579;08/12/1989;1;NULL;Patricia;Hand;NULL;265-531-0930x24240;2688 Homenick Grove Suite 478;Lake Lelia;No;4356;Mraz, Renner and Nolan;Processed;9579;65;7;33.15;SET OF 4 NAPKIN CHARMS STARS;41;NULL
1580;5;1580;15/07/2011;2;24/07/2011;Adrain;Graham;15/07/1936;NULL;4028 Considine Parkways Apt. 661;Port Jacky;Pe;683;Waters, Mayert and Prohaska;Shipped;1580;24;3;30.86;FLOWERS  STICKERS;11;NULL
1580;5;1580;15/07/2011;2;24/07/2011;Adrain;Graham;15/07/1936;NULL;4028 Considine Parkways Apt. 661;Port Jacky;Pe;683;Waters, Mayert and Prohaska;Shipped;9580;668;14;20.47;WRAP PINK FAIRY CAKES;150;NULL
1581;1;1581;16/09/2004;3;17/09/2004;Ryan;Von;NULL;1-485-015-5442x42326;33735 Howard Tunnel;East Vernon;Co;541;Hettinger LLC;Delivered;1581;379;2;70.10;ASSTD DESIGN 3D PAPER STICKERS;112;NULL
1581;1;1581;16/09/2004;3;17/09/2004;Ryan;Von;NULL;1-485-015-5442x42326;33735 Howard Tunnel;East Vernon;Co;541;Hettinger LLC;Delivered;9581;148;11;93.81;TURQUOISE GLASS TASSLE BAG CHARM;123;NULL
1582;6;1582;03/07/1993;1;NULL;Shawna;Jenkins;NULL;882-014-0078;77569 Zemlak Harbors;Weimanntown;Ne;3816;Dummy;Processed;1582;322;2;97.07;SET/4 BLUE FLOWER CANDLES IN BOWL;85;NULL
1582;6;1582;03/07/1993;1;NULL;Shawna;Jenkins;NULL;882-014-0078;77569 Zemlak Harbors;Weimanntown;Ne;3816;Dummy;Processed;9582;232;14;92.25;ORIGAMI VANILLA INCENSE/CANDLE SET;71;NULL
1583;3;1583;19/03/2019;2;25/03/2019;Adriana;Ebert;NULL;NULL;1042 Collins Squares;Chrishaven;Mo;1147;Satterfield LLC;Shipped;1583;474;12;14.03;MINI CAKE STAND T-LIGHT HOLDER;129;NULL
1583;3;1583;19/03/2019;2;25/03/2019;Adriana;Ebert;NULL;NULL;1042 Collins Squares;Chrishaven;Mo;1147;Satterfield LLC;Shipped;9583;717;1;85.02;FAUX FUR CHOCOLATE THROW;103;NULL
1584;4;1584;28/04/2018;3;05/05/2018;Christiana;Welch;NULL;+70(6)9584361568;9387 Kovacek Overpass Apt. 549;Watsicafurt;Al;332;Mraz, Renner and Nolan;Delivered;1584;652;8;28.52;BLUE/CREAM STRIPE CUSHION COVER;92;NULL
1584;4;1584;28/04/2018;3;05/05/2018;Christiana;Welch;NULL;+70(6)9584361568;9387 Kovacek Overpass Apt. 549;Watsicafurt;Al;332;Mraz, Renner and Nolan;Delivered;9584;638;4;96.82;BROCADE RING PURSE;14;NULL
1585;5;1585;29/08/1970;1;NULL;John;Thompson;02/06/1956;015-406-6392x94989;37874 Loraine Club;Port Filomena;Ma;2824;Waters, Mayert and Prohaska;Processed;1585;340;1;75.70;PAIR BUTTERFLY HAIR CLIPS;29;NULL
1585;5;1585;29/08/1970;1;NULL;John;Thompson;02/06/1956;015-406-6392x94989;37874 Loraine Club;Port Filomena;Ma;2824;Waters, Mayert and Prohaska;Processed;9585;288;11;91.20;CARD I LOVE LONDON;150;NULL
1586;1;1586;27/09/1981;2;04/10/1981;Pietro;Krajcik;NULL;NULL;19932 Petra Circle Suite 016;Jeffereyshire;Mo;77;Hettinger LLC;Shipped;1586;492;9;78.89;COLOUR GLASS T-LIGHT HOLDER HANGING;91;NULL
1586;1;1586;27/09/1981;2;04/10/1981;Pietro;Krajcik;NULL;NULL;19932 Petra Circle Suite 016;Jeffereyshire;Mo;77;Hettinger LLC;Shipped;9586;277;9;86.68;FELT EGG COSY WHITE RABBIT;103;NULL
1587;2;1587;21/11/2009;3;25/11/2009;Moises;Boyle;NULL;881-186-6880x90372;652 Syble Plains Suite 436;Hahnhaven;Co;3081;Schinner-Predovic;Delivered;1587;689;15;97.74;JUMBO BAG CHARLIE AND LOLA TOYS;101;NULL
1587;2;1587;21/11/2009;3;25/11/2009;Moises;Boyle;NULL;881-186-6880x90372;652 Syble Plains Suite 436;Hahnhaven;Co;3081;Schinner-Predovic;Delivered;9587;518;7;9.05;PURPLE GEMSTONE NECKLACE 45CM;134;NULL
1588;6;1588;25/02/1994;1;NULL;Birdie;Berge;NULL;NULL;2496 Morgan Mall Suite 762;Buckridgebury;No;1767;Dummy;Processed;1588;471;11;73.68;15CM CHRISTMAS GLASS BALL 20 LIGHTS;114;NULL
1588;6;1588;25/02/1994;1;NULL;Birdie;Berge;NULL;NULL;2496 Morgan Mall Suite 762;Buckridgebury;No;1767;Dummy;Processed;9588;261;12;35.17;Dr. Jam's Arouzer Stress Ball;22;NULL
1589;4;1589;24/11/2008;2;25/11/2008;Tatyana;Hand;NULL;NULL;08973 Connelly Ridge;Port Koleville;Ne;4282;Mraz, Renner and Nolan;Shipped;1589;286;8;48.30;MINI JIGSAW DINOSAUR;79;NULL
1589;4;1589;24/11/2008;2;25/11/2008;Tatyana;Hand;NULL;NULL;08973 Connelly Ridge;Port Koleville;Ne;4282;Mraz, Renner and Nolan;Shipped;9589;501;8;9.52;SILVER DIAMANTE PEN IN GIFT BOX;32;NULL
1590;5;1590;27/12/2017;3;05/01/2018;Alessandra;Gusikowski;15/07/1949;+91(1)4476861559;7723 Witting Overpass;Daughertyfurt;Co;982;Waters, Mayert and Prohaska;Delivered;1590;17;2;29.94;PINK OVAL JEWELLED MIRROR;67;NULL
1590;5;1590;27/12/2017;3;05/01/2018;Alessandra;Gusikowski;15/07/1949;+91(1)4476861559;7723 Witting Overpass;Daughertyfurt;Co;982;Waters, Mayert and Prohaska;Delivered;9590;220;14;2.29;MIRRORED WALL ART STARS;60;NULL
1591;6;1591;25/08/2017;1;NULL;Lamar;Waelchi;NULL;(843)297-1603x95793;246 Bernhard Streets;East Bryon;Co;4167;Dummy;Processed;1591;727;4;81.76;PACK OF 6 SWEETIE GIFT BOXES;133;NULL
1591;6;1591;25/08/2017;1;NULL;Lamar;Waelchi;NULL;(843)297-1603x95793;246 Bernhard Streets;East Bryon;Co;4167;Dummy;Processed;9591;345;13;40.98;CRYSTAL DIAMANTE STAR BROOCH;102;NULL
1592;2;1592;16/05/1994;2;21/05/1994;Clovis;Bayer;NULL;6378740207;74421 Cremin Light;Steuberton;In;3830;Schinner-Predovic;Shipped;1592;585;15;81.05;SPACE CADET WHITE;129;NULL
1592;2;1592;16/05/1994;2;21/05/1994;Clovis;Bayer;NULL;6378740207;74421 Cremin Light;Steuberton;In;3830;Schinner-Predovic;Shipped;9592;316;12;72.35;GREEN ROSE WASHBAG;93;NULL
1593;3;1593;30/05/1993;3;04/06/1993;Tyrese;Turner;NULL;NULL;6311 Deckow Highway Apt. 109;Elisaville;In;356;Satterfield LLC;Delivered;1593;741;4;44.48;METAL 4 HOOK HANGER FRENCH CHATEAU;105;NULL
1593;3;1593;30/05/1993;3;04/06/1993;Tyrese;Turner;NULL;NULL;6311 Deckow Highway Apt. 109;Elisaville;In;356;Satterfield LLC;Delivered;9593;544;11;65.66;SPACEBOY CHILDRENS EGG CUP;116;NULL
1594;6;1594;25/02/1981;1;NULL;Ernie;Buckridge;23/10/1952;342.042.8381;01328 Casper Inlet Apt. 549;North Lawsonfurt;Ge;2088;Dummy;Processed;1594;452;13;60.59;VINTAGE POST OFFICE CABINET;10;NULL
1594;6;1594;25/02/1981;1;NULL;Ernie;Buckridge;23/10/1952;342.042.8381;01328 Casper Inlet Apt. 549;North Lawsonfurt;Ge;2088;Dummy;Processed;9594;270;10;40.62;HEARTS GIFT TAPE;56;NULL
1595;5;1595;09/09/1992;2;11/09/1992;Zack;Mueller;02/06/1955;NULL;10579 Vince Route Apt. 257;New Florineberg;Ke;3589;Waters, Mayert and Prohaska;Shipped;1595;34;7;45.02;CERAMIC STRAWBERRY MONEY BOX;120;NULL
1595;5;1595;09/09/1992;2;11/09/1992;Zack;Mueller;02/06/1955;NULL;10579 Vince Route Apt. 257;New Florineberg;Ke;3589;Waters, Mayert and Prohaska;Shipped;9595;467;8;37.55;PACK OF 20 SKULL PAPER NAPKINS;24;NULL
1596;1;1596;09/03/1998;3;12/03/1998;Edmond;Nikolaus;15/07/1938;1-375-012-3424x470;95404 Murray Shore;Calistastad;Mi;3218;Hettinger LLC;Delivered;1596;316;9;72.35;GREEN ROSE WASHBAG;93;NULL
1596;1;1596;09/03/1998;3;12/03/1998;Edmond;Nikolaus;15/07/1938;1-375-012-3424x470;95404 Murray Shore;Calistastad;Mi;3218;Hettinger LLC;Delivered;9596;26;8;77.15;BOOM BOX SPEAKER GIRLS;1;NULL
1597;6;1597;15/06/1985;1;NULL;Cindy;Schroeder;NULL;1-967-261-1562x6447;12637 Jovani Terrace Suite 096;East Jarrett;Ne;4339;Dummy;Processed;1597;728;2;32.28;PACK OF 6 PANNETONE GIFT BOXES;1;NULL
1597;6;1597;15/06/1985;1;NULL;Cindy;Schroeder;NULL;1-967-261-1562x6447;12637 Jovani Terrace Suite 096;East Jarrett;Ne;4339;Dummy;Processed;9597;228;4;33.59;SET OF 4 ROSE BOTANICAL CANDLES;86;NULL
1598;3;1598;23/03/2015;2;31/03/2015;Camylle;Marks;12/02/1945;210.811.5635x8312;42590 Herman Cape Suite 636;Lueilwitzhaven;Ve;4318;Satterfield LLC;Shipped;1598;442;1;34.02;FINE WICKER HEART;57;NULL
1598;3;1598;23/03/2015;2;31/03/2015;Camylle;Marks;12/02/1945;210.811.5635x8312;42590 Herman Cape Suite 636;Lueilwitzhaven;Ve;4318;Satterfield LLC;Shipped;9598;311;1;23.09;YELLOW METAL CHICKEN HEART;124;NULL
1599;4;1599;12/05/2006;3;16/05/2006;Cecelia;Keeling;NULL;NULL;277 Carroll Landing;Jamieview;Mi;954;Mraz, Renner and Nolan;Delivered;1599;24;6;30.86;FLOWERS  STICKERS;11;NULL
1599;4;1599;12/05/2006;3;16/05/2006;Cecelia;Keeling;NULL;NULL;277 Carroll Landing;Jamieview;Mi;954;Mraz, Renner and Nolan;Delivered;9599;119;14;89.84;BLACK PIRATE TREASURE CHEST;22;NULL
